HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.url,Input.screenshot,Input.title,Input.description,Input.class,Input.bin,Answer.taskAnswers,Approve,Reject
3RHLQY6EDTPD5GTHG6WVPF52H4HD41,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:28 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:28 PDT 2021,,,3300DTYQT32S8BR900JTNKKK9U8EQE,A2TUNPP2GOQ1N3,Approved,Fri Jun 04 02:51:33 PDT 2021,Fri Jun 04 02:52:21 PDT 2021,Mon Jun 07 02:52:21 PDT 2021,Mon Jun 07 02:52:30 PDT 2021,,,48,100% (92/92),0% (0/0),0% (0/0),1789788,www.horsetrak.com,1789788.jpeg,HorseTrak  Management Software,,3,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3Y40HMYLL13QKKSDMCOPWQ6OWZHXUA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3FIJLY1B6VPZEDQQVYOA5XFAGYZPFC,A38DC3BG1ZCVZ2,Approved,Thu Jun 03 17:14:10 PDT 2021,Thu Jun 03 17:15:53 PDT 2021,Sun Jun 06 17:15:53 PDT 2021,Sun Jun 06 17:16:16 PDT 2021,,,103,95% (123/129),0% (0/0),0% (0/0),1754778,www.pronktech.com,1754778.jpeg,Biomedical Test Equipment Manufacturer  Pronk Technologies,"Rugged, reliable, easytouse with 4Year Warranty. Made in the United States.",2,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3Y40HMYLL13QKKSDMCOPWQ6OWZHXUA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3OUYGIZWR8J8H9B0SG5P2QS6AWE0PN,ARFAW0SGYEMFL,Approved,Thu Jun 03 18:09:44 PDT 2021,Thu Jun 03 18:11:09 PDT 2021,Sun Jun 06 18:11:09 PDT 2021,Sun Jun 06 18:11:19 PDT 2021,,,85,100% (512/512),0% (0/0),0% (0/0),1754778,www.pronktech.com,1754778.jpeg,Biomedical Test Equipment Manufacturer  Pronk Technologies,"Rugged, reliable, easytouse with 4Year Warranty. Made in the United States.",2,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3Y40HMYLL13QKKSDMCOPWQ6OWZHXUA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3TEM0PF1Q6IZSC8AN7EU2WBHWEU0DU,AE03LUY7RH400,Approved,Thu Jun 03 23:57:55 PDT 2021,Thu Jun 03 23:59:16 PDT 2021,Sun Jun 06 23:59:16 PDT 2021,Sun Jun 06 23:59:23 PDT 2021,,,81,100% (306/306),0% (0/0),0% (0/0),1754778,www.pronktech.com,1754778.jpeg,Biomedical Test Equipment Manufacturer  Pronk Technologies,"Rugged, reliable, easytouse with 4Year Warranty. Made in the United States.",2,2,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3SCKNODZ0X1JAF2D7Y85OW16MA9N7D,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,358010RM5FETJJE7H43VHW4Z6R0XV0,ARFAW0SGYEMFL,Approved,Thu Jun 03 18:21:01 PDT 2021,Thu Jun 03 18:24:48 PDT 2021,Sun Jun 06 18:24:48 PDT 2021,Sun Jun 06 18:25:19 PDT 2021,,,227,100% (512/512),0% (0/0),0% (0/0),1769174,lolacc.com,1769174.jpeg,Lola Savannah,"Lola Savannah coffee is fresh roasted in Houston, Texas",0,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3SCKNODZ0X1JAF2D7Y85OW16MA9N7D,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3NL0RFNU0G8O56WLYPNJICWKXZSK4S,AMG9Y1YLBTKIV,Approved,Thu Jun 03 19:26:05 PDT 2021,Thu Jun 03 19:26:56 PDT 2021,Sun Jun 06 19:26:56 PDT 2021,Sun Jun 06 19:27:21 PDT 2021,,,51,100% (424/424),0% (0/0),0% (0/0),1769174,lolacc.com,1769174.jpeg,Lola Savannah,"Lola Savannah coffee is fresh roasted in Houston, Texas",0,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3SCKNODZ0X1JAF2D7Y85OW16MA9N7D,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3BGYGHDBBY5JLCD855YRP1DSWLE22W,A1NF6PELRKACS9,Approved,Thu Jun 03 20:31:47 PDT 2021,Thu Jun 03 20:32:23 PDT 2021,Sun Jun 06 20:32:23 PDT 2021,Sun Jun 06 20:33:21 PDT 2021,,,36,100% (71/71),0% (0/0),0% (0/0),1769174,lolacc.com,1769174.jpeg,Lola Savannah,"Lola Savannah coffee is fresh roasted in Houston, Texas",0,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3J6BHNX0U9D75U9XQSXES16SSU9KNG,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,3LPW2N6LKUNK4L5X68AVTRBWZMYU5H,AE03LUY7RH400,Approved,Thu Jun 03 23:34:21 PDT 2021,Thu Jun 03 23:37:24 PDT 2021,Sun Jun 06 23:37:24 PDT 2021,Sun Jun 06 23:38:22 PDT 2021,,,183,100% (306/306),0% (0/0),0% (0/0),935476,www.bailadoresdebronce.org,935476.jpeg,Home  Bailadores de Bronce,,13,3,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3J6BHNX0U9D75U9XQSXES16SSU9KNG,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,39KFRKBFIOGNT4VKLO3J5IH0C5FYOP,A3GNQDFPZALU92,Approved,Thu Jun 03 23:59:28 PDT 2021,Fri Jun 04 00:00:19 PDT 2021,Mon Jun 07 00:00:19 PDT 2021,Mon Jun 07 00:00:23 PDT 2021,,,51,100% (161/161),0% (0/0),0% (0/0),935476,www.bailadoresdebronce.org,935476.jpeg,Home  Bailadores de Bronce,,13,3,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3J6BHNX0U9D75U9XQSXES16SSU9KNG,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,3LWJHTCVCD7KEPR5VB3Z525KLVIQF3,A2TUNPP2GOQ1N3,Approved,Fri Jun 04 01:52:57 PDT 2021,Fri Jun 04 02:00:20 PDT 2021,Mon Jun 07 02:00:20 PDT 2021,Mon Jun 07 02:00:27 PDT 2021,,,443,100% (92/92),0% (0/0),0% (0/0),935476,www.bailadoresdebronce.org,935476.jpeg,Home  Bailadores de Bronce,,13,3,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3MVY4USGB68DFCBEYLTOEF1LNPSSIP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3E13VNJ1NOGG7C9EB4J57YA4TBX1IP,A3HW4QDJB63OQ2,Approved,Thu Jun 03 20:28:39 PDT 2021,Thu Jun 03 20:29:15 PDT 2021,Sun Jun 06 20:29:15 PDT 2021,Sun Jun 06 20:29:21 PDT 2021,,,36,100% (227/227),0% (0/0),0% (0/0),1441985,www.bodysattvacenter.com,1441985.jpeg,Chiropractor  Bodysattva Healing Arts Center & Yoga Studio  United States,"Bodysattva is a full service healing arts center serving the Conejo Valley since 1993, including chiropractic care, acupuncture, yoga and massage.",3,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3MVY4USGB68DFCBEYLTOEF1LNPSSIP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3DBQWDE4Y7J79VLO97Y9FWJ2RQ55N0,A681XM15AN28F,Approved,Thu Jun 03 23:18:40 PDT 2021,Thu Jun 03 23:18:57 PDT 2021,Sun Jun 06 23:18:57 PDT 2021,Sun Jun 06 23:19:22 PDT 2021,,,17,100% (481/481),0% (0/0),0% (0/0),1441985,www.bodysattvacenter.com,1441985.jpeg,Chiropractor  Bodysattva Healing Arts Center & Yoga Studio  United States,"Bodysattva is a full service healing arts center serving the Conejo Valley since 1993, including chiropractic care, acupuncture, yoga and massage.",3,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3MVY4USGB68DFCBEYLTOEF1LNPSSIP,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3PS7W85Z80NO5VSK9TX20BUW24A9TW,AXQWKUJF7SQXP,Approved,Thu Jun 03 23:31:24 PDT 2021,Thu Jun 03 23:36:54 PDT 2021,Sun Jun 06 23:36:54 PDT 2021,Sun Jun 06 23:37:22 PDT 2021,,,330,100% (407/407),0% (0/0),0% (0/0),1441985,www.bodysattvacenter.com,1441985.jpeg,Chiropractor  Bodysattva Healing Arts Center & Yoga Studio  United States,"Bodysattva is a full service healing arts center serving the Conejo Valley since 1993, including chiropractic care, acupuncture, yoga and massage.",3,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""YES"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLVHFRX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,3W92K5RLWV2KH0UXBYK0PDDFDSN5VV,ARFAW0SGYEMFL,Approved,Thu Jun 03 17:19:54 PDT 2021,Thu Jun 03 17:24:11 PDT 2021,Sun Jun 06 17:24:11 PDT 2021,Sun Jun 06 17:24:19 PDT 2021,,,257,100% (512/512),0% (0/0),0% (0/0),1041280,www.ircsa.com,1041280.jpeg,"IRC, S.A.  Internacional de Redes y Cuerdas, SA.",,2,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLVHFRX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,37Z929RLGAT6AAOJIZXTH6ZMUSZTSR,A681XM15AN28F,Approved,Thu Jun 03 23:42:03 PDT 2021,Thu Jun 03 23:42:37 PDT 2021,Sun Jun 06 23:42:37 PDT 2021,Sun Jun 06 23:43:23 PDT 2021,,,34,100% (481/481),0% (0/0),0% (0/0),1041280,www.ircsa.com,1041280.jpeg,"IRC, S.A.  Internacional de Redes y Cuerdas, SA.",,2,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLVHFRX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:29 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:29 PDT 2021,,,3XIQGXAUMDTR8TDBZ60FBIOWKBA7X3,A3HW4QDJB63OQ2,Approved,Fri Jun 04 06:56:54 PDT 2021,Fri Jun 04 06:57:51 PDT 2021,Mon Jun 07 06:57:51 PDT 2021,Mon Jun 07 06:58:27 PDT 2021,,,57,100% (227/227),0% (0/0),0% (0/0),1041280,www.ircsa.com,1041280.jpeg,"IRC, S.A.  Internacional de Redes y Cuerdas, SA.",,2,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3G4VVJO6PZ178FLA67A6WQBNS9AKPC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,34Z02EIMITY691479XE970T3Z0C0T7,AMG9Y1YLBTKIV,Approved,Thu Jun 03 22:18:49 PDT 2021,Thu Jun 03 22:19:21 PDT 2021,Sun Jun 06 22:19:21 PDT 2021,Sun Jun 06 22:20:21 PDT 2021,,,32,100% (424/424),0% (0/0),0% (0/0),1737205,www.sacredheartpreschool.org,1737205.jpeg,About Sacred Heart Preschool  Sacred Heart Academy Preschool,,9,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3G4VVJO6PZ178FLA67A6WQBNS9AKPC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3CN4LGXD5Y9JPBL224OARKBVVGGY4K,A681XM15AN28F,Approved,Fri Jun 04 11:12:49 PDT 2021,Fri Jun 04 11:14:09 PDT 2021,Mon Jun 07 11:14:09 PDT 2021,Mon Jun 07 11:14:27 PDT 2021,,,80,100% (481/481),0% (0/0),0% (0/0),1737205,www.sacredheartpreschool.org,1737205.jpeg,About Sacred Heart Preschool  Sacred Heart Academy Preschool,,9,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3G4VVJO6PZ178FLA67A6WQBNS9AKPC,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:41 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:41 PDT 2021,,,3XIQGXAUMDTR8TDBZ60FBIOWKCCX7X,AXQWKUJF7SQXP,Approved,Fri Jun 04 11:10:17 PDT 2021,Fri Jun 04 11:36:50 PDT 2021,Mon Jun 07 11:36:50 PDT 2021,Mon Jun 07 11:37:27 PDT 2021,,,1593,100% (407/407),0% (0/0),0% (0/0),1737205,www.sacredheartpreschool.org,1737205.jpeg,About Sacred Heart Preschool  Sacred Heart Academy Preschool,,9,1,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
